"","X","channelId","videoId","textDisplay","textOriginal","authorDisplayName","authorProfileImageUrl","authorChannelUrl","authorChannelId.value","canRate","viewerRating","likeCount","publishedAt","updatedAt","id","parentId","moderationStatus"
"480",480,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Here&#39;s a poil I&#39;d like to see. Let&#39;s ask the 81 million people who voted for Biden and see who there planing on voting for.","Here's a poil I'd like to see. Let's ask the 81 million people who voted for Biden and see who there planing on voting for.","@thunderdeed1","https://yt3.ggpht.com/ytc/AIf8zZQePMTp9N1ltUjEvVY90P2VNYnIowCrL4K86g=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCNz4tdfz-V2_fV0PyLXCZ-w","UCNz4tdfz-V2_fV0PyLXCZ-w",TRUE,"none",0,"2023-11-13T13:22:58Z","2023-11-13T13:22:58Z","UgwkfYM8WGPPA7mkSnJ4AaABAg",NA,NA
"481",481,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Americans are finally realizing what the democrats have done to this country.","Americans are finally realizing what the democrats have done to this country.","@puttiepye4248","https://yt3.ggpht.com/1ggmv-zLOEM8gOH1yaWZ9Q44jrygVyxKizLZFhTLBp2l7iiGYxiHsWk_zYBLY09I1nYeya78SmM=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCyuj8XVnaRBl9I8MsWTWv6A","UCyuj8XVnaRBl9I8MsWTWv6A",TRUE,"none",2,"2023-11-13T13:09:00Z","2023-11-13T13:09:00Z","UgzWZ6zzX7TN3ow3b5F4AaABAg",NA,NA
"482",482,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Biden is the worst president since James Buchanan and Jimmy Carter. What a disaster he has been","Biden is the worst president since James Buchanan and Jimmy Carter. What a disaster he has been","@MG-yg9sp","https://yt3.ggpht.com/ytc/AIf8zZS71fIe_G2P0K-AghcAyryHlB40iihE2EM5Fg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC2SAb7LQFX8mJfboeteWK-Q","UC2SAb7LQFX8mJfboeteWK-Q",TRUE,"none",1,"2023-11-13T11:56:44Z","2023-11-13T11:56:44Z","UgwPOW9OslinByST9PF4AaABAg",NA,NA
"483",483,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","If Biden wins again I<U+2019>m moving to Mexico <U+0001F1F2><U+0001F1FD> farewell America <U+0001F1FA><U+0001F1F8> it was a blessing being born in this beautiful country <U+0001F622>","If Biden wins again I<U+2019>m moving to Mexico <U+0001F1F2><U+0001F1FD> farewell America <U+0001F1FA><U+0001F1F8> it was a blessing being born in this beautiful country <U+0001F622>","@DC4KT","https://yt3.ggpht.com/6nQEbQniShZEvKn7M_WGV04WUkQC0UkfMb340PjFm1SWulyXHvdcq3EFvRe-FfLTqQ8PKE7sD_E=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC9FqgT92484gtXd_bKQ3psg","UC9FqgT92484gtXd_bKQ3psg",TRUE,"none",2,"2023-11-13T09:00:13Z","2023-11-13T09:00:13Z","UgwTFLKLwoBb5fj_ErF4AaABAg",NA,NA
"484",484,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Why am i not surprise wisconsin is dumb enough to keep voting for biden","Why am i not surprise wisconsin is dumb enough to keep voting for biden","@Koragh_","https://yt3.ggpht.com/ytc/AIf8zZQVT2VPWQ_s10FOvIBEIPoFdEeLoiYlZEshX5h1nQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCyHa9jgaXGEYl3qpzSaTSmA","UCyHa9jgaXGEYl3qpzSaTSmA",TRUE,"none",1,"2023-11-13T07:57:26Z","2023-11-13T07:57:26Z","Ugy2cmRKA_lg4S2Jdw94AaABAg",NA,NA
"485",485,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Trump wins all states","Trump wins all states","@BrandonGibson38","https://yt3.ggpht.com/6apvcyc6X_kc3c4pOPA-gMfqjBS8Gr4nc0oook6hmjNtLwIzmglRrkkPP6BitTp2qNbK4j_OdQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCoM5H0W7-_zqXr4MD_oyidw","UCoM5H0W7-_zqXr4MD_oyidw",TRUE,"none",2,"2023-11-13T07:44:25Z","2023-11-13T07:44:25Z","UgyK3wBATohhClVuZpN4AaABAg",NA,NA
"486",486,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Young people are very smart.","Young people are very smart.","@samjawahar5173","https://yt3.ggpht.com/ytc/AIf8zZRcuDsdgVW4O_52bgTTEhTT3-G0scFF1_1tcgsVdQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCBF_jf69E0N5uTmo24219dg","UCBF_jf69E0N5uTmo24219dg",TRUE,"none",2,"2023-11-13T07:36:16Z","2023-11-13T07:36:16Z","UgyUvR8dLTJqsdDgzIl4AaABAg",NA,NA
"487",487,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Trump 2024...free Palestine","Trump 2024...free Palestine","@justinmorrow6443","https://yt3.ggpht.com/ytc/AIf8zZTihHy5XIQsIHK4Nt8kipjDvAdOjXRqKCduJnhiQg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCclGatXfR3AQvWBXMMaTIIw","UCclGatXfR3AQvWBXMMaTIIw",TRUE,"none",1,"2023-11-13T07:34:43Z","2023-11-13T07:34:43Z","UgxxaSQrIBv_3FWaDOh4AaABAg",NA,NA
"488",488,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","<U+2764><U+FE0F><U+0001F90D><U+0001F499>January 20, 2025<U+2764><U+FE0F><U+0001F90D><U+0001F499> <a href=""http://www.youtube.com/results?search_query=%23djt"">#djt</a>","<U+2764><U+FE0F><U+0001F90D><U+0001F499>January 20, 2025<U+2764><U+FE0F><U+0001F90D><U+0001F499> #djt","@_NegroSantos","https://yt3.ggpht.com/TrDPIlCgUCMG9qEz8YhVfd78b6aS10f-_5cVBh8S83M1ud5cerrqP70RQcIfODA7H8u201T-=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCCJJSbSO0cbsJ6UHiXYhzVw","UCCJJSbSO0cbsJ6UHiXYhzVw",TRUE,"none",1,"2023-11-13T05:53:36Z","2023-11-13T05:53:36Z","Ugx7vHx_I8WU2cNSIih4AaABAg",NA,NA
"489",489,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Ladies and gentlemen don<U+2019>t let anything fool you !! Our commander in chief Donald J Trump is and will be our real President commander in chief in 2024 !! This is a backwards movie <U+0001F3A5>!! The real movie <U+0001F37F> coming soon at the theaters <U+0001F3AD> near you !! Trump 2020/2024 !! Love <U+2764><U+FE0F> Trump !! Muah <U+0001F48B>!!","Ladies and gentlemen don<U+2019>t let anything fool you !! Our commander in chief Donald J Trump is and will be our real President commander in chief in 2024 !! This is a backwards movie <U+0001F3A5>!! The real movie <U+0001F37F> coming soon at the theaters <U+0001F3AD> near you !! Trump 2020/2024 !! Love <U+2764><U+FE0F> Trump !! Muah <U+0001F48B>!!","@carmengarcia-zj1bs","https://yt3.ggpht.com/ytc/AIf8zZRb_ovsTDUoJb9IJXu674z85te3cWCnUyxMCA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCfYUuYR1BqTPu0ruC4sF7Dg","UCfYUuYR1BqTPu0ruC4sF7Dg",TRUE,"none",3,"2023-11-13T05:22:35Z","2023-11-13T05:22:35Z","Ugx6HFVL1MUuWcyizXN4AaABAg",NA,NA
"490",490,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","All that matters is who is stuffing the ballot box.<br>Somehow the vote total increased from 129 to 155 million from 2016 to 2020. <br>And there are 168 million registered voters as of 2022. <br>That&#39;s a 92% turnout of registered voters. Something doesn&#39;t add up.","All that matters is who is stuffing the ballot box.
Somehow the vote total increased from 129 to 155 million from 2016 to 2020. 
And there are 168 million registered voters as of 2022. 
That's a 92% turnout of registered voters. Something doesn't add up.","@user-ly6pl3bk7j","https://yt3.ggpht.com/ytc/AIf8zZTpleSSUSKwNgK8auGxCQ5V6u3NgmCenB9HxYRFdyND7-jZ76stvzm8xPEeyuLN=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCu1VgbBoOtCx7fUyWdRx5jA","UCu1VgbBoOtCx7fUyWdRx5jA",TRUE,"none",3,"2023-11-13T05:00:23Z","2023-11-13T05:00:23Z","UgzySxvchbS60omRWAl4AaABAg",NA,NA
"491",491,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Steve Kornacki just read the crystal ball <U+0001F52E> <br><br>November 5, 2024<br><br>Joe Biden 270<br><br>Donald Trump 268<br><br>Well, we all know who<U+2019>s going to win the 2024 Presidential Election <U+0001F5F3><U+FE0F>","Steve Kornacki just read the crystal ball <U+0001F52E> 

November 5, 2024

Joe Biden 270

Donald Trump 268

Well, we all know who<U+2019>s going to win the 2024 Presidential Election <U+0001F5F3><U+FE0F>","@stage51manager","https://yt3.ggpht.com/ytc/AIf8zZQmgucD-1XacWg-yNsnQZ3sPWkheRUl-TyjPg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCJPwHTsyqnGGwQozbGQpzHw","UCJPwHTsyqnGGwQozbGQpzHw",TRUE,"none",0,"2023-11-13T03:58:31Z","2023-11-13T03:58:31Z","UgwCs3CFjp1Ein2rOzZ4AaABAg",NA,NA
"492",492,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","2023 feels like 2015 again and 2024 gonna feel like 2016","2023 feels like 2015 again and 2024 gonna feel like 2016","@chesterholland5909","https://yt3.ggpht.com/KmxoNPXhm0mP_VsVwoFK-v3MynGWqJTTUOZJO4qKITxnkBZqCTKsHHxrrGsXL1FwaGJzTHU9_g=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCshY-8EemF9n_Ml3wXuVOJA","UCshY-8EemF9n_Ml3wXuVOJA",TRUE,"none",0,"2023-11-13T03:34:28Z","2023-11-13T03:34:28Z","UgyFOJgdwgnnByG3eL14AaABAg",NA,NA
"493",493,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Joe Biden is brain dead, and is incapable of serving the second term as president. Gavin Newsom will be the Democratic nominee, but he will lose the Trump because the embarrass people did not choose him. This is how Trump wins again.","Joe Biden is brain dead, and is incapable of serving the second term as president. Gavin Newsom will be the Democratic nominee, but he will lose the Trump because the embarrass people did not choose him. This is how Trump wins again.","@lanthaymore717","https://yt3.ggpht.com/ytc/AIf8zZTo-fWt3ffydGI0Ra6_UnKb77AjdozYtXOMAg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCaYe5ktNslrJssebiEaKRvA","UCaYe5ktNslrJssebiEaKRvA",TRUE,"none",1,"2023-11-13T03:29:13Z","2023-11-13T03:29:13Z","Ugxa_HilYshnaeG_zcp4AaABAg",NA,NA
"494",494,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Age is just a number <U+0001F601><U+0001F601>","Age is just a number <U+0001F601><U+0001F601>","@brittneypopovitch8279","https://yt3.ggpht.com/iGLciVP35zf601KOtNTyA2BWLIKMd_bWOXblGGNxx-Tw2o2BTfa9U0LCTyb5XG2ein2kBAMr9tA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCSEw1F0nDm3shxfQSLk4H-w","UCSEw1F0nDm3shxfQSLk4H-w",TRUE,"none",0,"2023-11-13T03:09:39Z","2023-11-13T03:09:39Z","UgxhoyG5cg5-MwyzjA54AaABAg",NA,NA
"495",495,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Joe&#39;s economic plan looks like it&#39;s really benefiting Trump. Good job Joe.","Joe's economic plan looks like it's really benefiting Trump. Good job Joe.","@overlordisgoogle8431","https://yt3.ggpht.com/ytc/AIf8zZROfmrcn9UM-WAqoDoKnF9nK7V2RW7q84tX3WZ6YQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCbIrAdReiP6P_QlkaSVSJTw","UCbIrAdReiP6P_QlkaSVSJTw",TRUE,"none",2,"2023-11-13T01:41:40Z","2023-11-13T01:41:40Z","Ugw3pifF0dYL0Js91ZN4AaABAg",NA,NA
"496",496,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","American Trump-GOP cult voting to end public control of government [democracy] and impose fascist Autocracy on every American are a small minority tied to industrial ignorance of fascism, racism, bigotry, hate, conflict.   Register, educate, vote.","American Trump-GOP cult voting to end public control of government [democracy] and impose fascist Autocracy on every American are a small minority tied to industrial ignorance of fascism, racism, bigotry, hate, conflict.   Register, educate, vote.","@davidgregory5716","https://yt3.ggpht.com/ytc/AIf8zZSLE3VJnFbgB7aDLlKCUHy2bgHuZiA-bKE2LQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCN-HyRKHZ4ezVNZvH19_HMg","UCN-HyRKHZ4ezVNZvH19_HMg",TRUE,"none",0,"2023-11-13T01:05:07Z","2023-11-13T01:05:07Z","Ugwkmh9TG3I68mAMRWV4AaABAg",NA,NA
"497",497,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","What&#39;s the point of this NBC? Perhaps if there was actual journalism NBC can tell their viewers how the national debt went expendential under Trump. Or how the current Israel war was from Trumps Abraham Accord in which Trump promised 30% of West Bank &amp; all of valley of Jordon to Israel. How he as illegal Israel settlements. How the Green party candidate wanted to re-count votes in 2016 election in MI; but it seems that Betsy Devos pulled some strings in her home state to manipulate the votes. Hence why she became Sec. of Education w/o any education experience. Or how Trump put his in office just so they can get a pension.","What's the point of this NBC? Perhaps if there was actual journalism NBC can tell their viewers how the national debt went expendential under Trump. Or how the current Israel war was from Trumps Abraham Accord in which Trump promised 30% of West Bank & all of valley of Jordon to Israel. How he as illegal Israel settlements. How the Green party candidate wanted to re-count votes in 2016 election in MI; but it seems that Betsy Devos pulled some strings in her home state to manipulate the votes. Hence why she became Sec. of Education w/o any education experience. Or how Trump put his in office just so they can get a pension.","@peni1641","https://yt3.ggpht.com/ytc/AIf8zZQlksrlDPmOcsesgXBNJr9gEnEpCQIxH1sU2g=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCv0hNzAJPi6oVcGIXjQP7Dg","UCv0hNzAJPi6oVcGIXjQP7Dg",TRUE,"none",1,"2023-11-13T00:49:14Z","2023-11-13T00:49:14Z","Ugybmd1pEyL200FLAGR4AaABAg",NA,NA
"498",498,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Trump is going to win. Thanks a lot Democrats.","Trump is going to win. Thanks a lot Democrats.","@h.w.barlow6693","https://yt3.ggpht.com/ytc/AIf8zZTweo7BEmZHryqPoCAqz1YHEKTsthLP1c_mwA47rUE=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCUrDkh0WN35M3UWo54AwMxA","UCUrDkh0WN35M3UWo54AwMxA",TRUE,"none",0,"2023-11-13T00:40:01Z","2023-11-13T00:40:01Z","UgzCOzJEg3SooV8B30h4AaABAg",NA,NA
"499",499,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","We all know your polls use skewed data that favors the deep state","We all know your polls use skewed data that favors the deep state","@13LesTadO13","https://yt3.ggpht.com/ytc/AIf8zZQB0fS3u_MmZrBvXYMnakn41Klrq61ehyyRT7JH8w=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC3lOLkEaCgkMZUQI3PuYWpg","UC3lOLkEaCgkMZUQI3PuYWpg",TRUE,"none",0,"2023-11-12T23:57:25Z","2023-11-12T23:57:25Z","UgzCCejIMjJ9zegAZpB4AaABAg",NA,NA
"500",500,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","lol as if Trump is ever getting elected, another &quot;red-wave&quot;<U+0001F602>","lol as if Trump is ever getting elected, another ""red-wave""<U+0001F602>","@davidb6403","https://yt3.ggpht.com/ytc/AIf8zZThxZvPC1ZsJvqy9wMPZBlVtyyS2efOU7SlyLlHH4k=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCt0Q2ZSCfMZ3_GaL1PDfDOQ","UCt0Q2ZSCfMZ3_GaL1PDfDOQ",TRUE,"none",0,"2023-11-12T23:51:48Z","2023-11-12T23:52:34Z","UgzYEHvMeZKhOsDX99h4AaABAg",NA,NA
"501",501,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","I will always vote for who the zionist deep state hate the most","I will always vote for who the zionist deep state hate the most","@samsalin","https://yt3.ggpht.com/-Xo5TxLpV389G25WJWOEGgKzMfrRufbjTGhNTJfpHULB1hLqTHMJ9fL5AZYmts7OLn76rZxanw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC8yHcqeeXrzKaLPjSCfgUfg","UC8yHcqeeXrzKaLPjSCfgUfg",TRUE,"none",0,"2023-11-12T23:43:58Z","2023-11-12T23:43:58Z","UgxDNgJUnYtOlkC3mX94AaABAg",NA,NA
"502",502,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Per usual, RFK isn<U+2019>t even mentioned at 24% and winning with those under 45. PFFFFFFF! How long can these hacks ignore the surge of RFK?","Per usual, RFK isn<U+2019>t even mentioned at 24% and winning with those under 45. PFFFFFFF! How long can these hacks ignore the surge of RFK?","@doreeneclose6295","https://yt3.ggpht.com/ytc/AIf8zZTjn5CpWY30O77ZzkqMDWhX-RUOY8KhaUnXiQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCUAHLv6DSK2JyjKMt1KH0Tw","UCUAHLv6DSK2JyjKMt1KH0Tw",TRUE,"none",1,"2023-11-12T23:39:33Z","2023-11-12T23:39:33Z","UgxtcVs2shqFXqks4uJ4AaABAg",NA,NA
"503",503,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","The worst thing is the Democrats do not realize how great Trumps policies were for America.  Trump is the best person for our President whether you like him or not.  Under Trump our economy was on fire (until Covid).  Under Biden nobody has money and the economy is is distress.  Inflation has made it so 70 percent of Americans live paycheck to paycheck.  Its horrible.  The best person for the job is Trump.  Anyone who thinks any of these political attacks against Trump are going to work are wrong.  The Democrat party has become evil and horrible for the US.  Many nice people in the party but they are brainwashed by the Media to think Trump is not law abiding.  I have followed Trump for 50 years and he is law abiding.","The worst thing is the Democrats do not realize how great Trumps policies were for America.  Trump is the best person for our President whether you like him or not.  Under Trump our economy was on fire (until Covid).  Under Biden nobody has money and the economy is is distress.  Inflation has made it so 70 percent of Americans live paycheck to paycheck.  Its horrible.  The best person for the job is Trump.  Anyone who thinks any of these political attacks against Trump are going to work are wrong.  The Democrat party has become evil and horrible for the US.  Many nice people in the party but they are brainwashed by the Media to think Trump is not law abiding.  I have followed Trump for 50 years and he is law abiding.","@KHallesy","https://yt3.ggpht.com/uuI6MIJMOXI4kTfiSprnk4v-u3FzadPRFQJ8wSKnYpPnBxE1gKclIqV85q-yCwdlObvuIF7k=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCw7mlfc9Uuueyvxm9DrHdPA","UCw7mlfc9Uuueyvxm9DrHdPA",TRUE,"none",0,"2023-11-12T23:27:55Z","2023-11-12T23:27:55Z","UgzSf15cGIGGZTxeMzp4AaABAg",NA,NA
"504",504,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","If only six states decide the outcome of the election, shouldn<U+2019>t you be worried about that? If six out of fifty-one people decide for you, is that even fair?","If only six states decide the outcome of the election, shouldn<U+2019>t you be worried about that? If six out of fifty-one people decide for you, is that even fair?","@franswevers5039","https://yt3.ggpht.com/ytc/AIf8zZR_zdfm8e15795UFfpUcJyN2JqKcelKra6wQr_9IPxxhvo9HzDCCszUABPI_3KA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCLJ3H4VGQ9pbzHKaZiL_pmA","UCLJ3H4VGQ9pbzHKaZiL_pmA",TRUE,"none",1,"2023-11-12T23:10:19Z","2023-11-12T23:10:19Z","UgxVO45MiePJkNV3MiB4AaABAg",NA,NA
"505",505,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Biden will re elect again, if you look at the number. It will automatically flip. It&#39;s an old trick of numbers.  And trump will be in jail before that.","Biden will re elect again, if you look at the number. It will automatically flip. It's an old trick of numbers.  And trump will be in jail before that.","@rosa1058","https://yt3.ggpht.com/ytc/AIf8zZT3BFHPFwgxqzULWpAkMdAdjV8nErwV2JLsS3X1ek0=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC6ArMCo8M4OcKXVUXMAQqRA","UC6ArMCo8M4OcKXVUXMAQqRA",TRUE,"none",0,"2023-11-12T19:14:59Z","2023-11-12T19:14:59Z","UgzJ3j4wwPu3tVoNctd4AaABAg",NA,NA
"506",506,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","I wouldn<U+2019>t even vote for trump either his just as bad as Biden I prefer to give a vote to Robert Kennedy for some reason history seen to know only a Kennedy can steer this country to real greatness","I wouldn<U+2019>t even vote for trump either his just as bad as Biden I prefer to give a vote to Robert Kennedy for some reason history seen to know only a Kennedy can steer this country to real greatness","@Pokebolita27","https://yt3.ggpht.com/6Dm5p3aXX7sDxJV2CcSBG_4xqBzgCelN41ujBuJS_dF7paobJt_Oy5bhlwIosftg29AJ_M12nA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCNSX1o8U80UAYdv7efMegOQ","UCNSX1o8U80UAYdv7efMegOQ",TRUE,"none",0,"2023-11-12T19:08:30Z","2023-11-12T19:08:30Z","UgxqLs1VePwqP-QtqEh4AaABAg",NA,NA
"507",507,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Lol your thumbnail is funny. You&#39;re showing red overtaking the blue and somehow you edit Biden is winning still?","Lol your thumbnail is funny. You're showing red overtaking the blue and somehow you edit Biden is winning still?","@Ray_Shabaz","https://yt3.ggpht.com/ytc/AIf8zZTehTBGrxd-uzPzKFMhkDf6U8V2IhAuKGtzRtWf=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCn7V9f-2v815wWeLODcSx1Q","UCn7V9f-2v815wWeLODcSx1Q",TRUE,"none",1,"2023-11-12T19:01:12Z","2023-11-12T19:01:12Z","UgyWGeruDo7IfKlepwx4AaABAg",NA,NA
"508",508,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Don&#39;t worry, you Democrats will still find a way to rig the elections as happened in 2020. This isn&#39;t conspiracy theory. P.S.: I am not a white racist man in case any of you Democrats start labelling me already.","Don't worry, you Democrats will still find a way to rig the elections as happened in 2020. This isn't conspiracy theory. P.S.: I am not a white racist man in case any of you Democrats start labelling me already.","@arjanghosh8797","https://yt3.ggpht.com/ytc/AIf8zZSUGNwQ2nHY8ez79LLvueuTOetwYObbl0CD3XVo=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCrnSK-nQ1BYoIvmgwD_03VA","UCrnSK-nQ1BYoIvmgwD_03VA",TRUE,"none",0,"2023-11-12T18:47:50Z","2023-11-12T18:47:50Z","Ugw83zsQ48odFNaOJlx4AaABAg",NA,NA
"509",509,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","The polls keep showing dems in trouble yet they keep winning elections. I guess polls dont matter when your party has figured out how to stuff fake ballots and deliver them at 3am. So much for democracy.","The polls keep showing dems in trouble yet they keep winning elections. I guess polls dont matter when your party has figured out how to stuff fake ballots and deliver them at 3am. So much for democracy.","@FalconFastest123","https://yt3.ggpht.com/ytc/AIf8zZR4F4O8mJ71c5cGSKBEXIWJVR2fBCFCr1laLq-A=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCuj1znFrHOf1khLNeSjXBdw","UCuj1znFrHOf1khLNeSjXBdw",TRUE,"none",0,"2023-11-12T18:34:13Z","2023-11-12T18:34:13Z","UgzksdlJ36AhoZwpysZ4AaABAg",NA,NA
"510",510,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","After 7 years of non-stop attacks and subterfuge by the Democrat Party, along with 7 years non-stop media hit-pieces by all Corporate Media, plus 4 years of election interference by Democrats, plus 7 years of non-stop weaponization of the Legal System by CIA and FBI Democratsand Trump is STILL ahead!  Americans are not buying all the Democrat Communist bullscrap!","After 7 years of non-stop attacks and subterfuge by the Democrat Party, along with 7 years non-stop media hit-pieces by all Corporate Media, plus 4 years of election interference by Democrats, plus 7 years of non-stop weaponization of the Legal System by CIA and FBI Democratsand Trump is STILL ahead!  Americans are not buying all the Democrat Communist bullscrap!","@xyzabcd4770","https://yt3.ggpht.com/ytc/AIf8zZT1G6KR-ZSNvQUzLZie3uX43pdjMhr09CKw7Jpu4g=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCwuFYOGCDJZBptViAXntJxA","UCwuFYOGCDJZBptViAXntJxA",TRUE,"none",0,"2023-11-12T17:45:32Z","2023-11-12T17:45:32Z","UgwBtkMIHwc807CNvjx4AaABAg",NA,NA
"511",511,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Trump should take it easy that he can&#39;t comeback to White House again <U+2764>.","Trump should take it easy that he can't comeback to White House again <U+2764>.","@nyimbiri","https://yt3.ggpht.com/ytc/AIf8zZRkTIJAIxBRzKMctLFVXdehEG53LEhgLpkPhu4d-Q=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCADQAKBLUi8P2pNL_bUSvdQ","UCADQAKBLUi8P2pNL_bUSvdQ",TRUE,"none",0,"2023-11-12T16:46:32Z","2023-11-12T16:46:32Z","UgzdEJnaJPhrJJSezUh4AaABAg",NA,NA
"512",512,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Trump is a dangerous man.  He called people to the Capitol, to fight, to overturn the certification of the 2020 election, to keep him in power.<br>He  filed  and  lost  all  62 lawsuits  to  contesting  the  2020  election.   This is the man who called the insurrectionists are  J6-Hostages.<br>Trump suggested Gen. Mark Milley s/b executed.  Trump said:  I don&#39;t trust US intelligence info.  Trump wants to terminate the constitution.<br>This is the man you want to call POTUS again ???  He had a chance already, and he has proved he is the wrong man for this job. Actually, he is a criminal.","Trump is a dangerous man.  He called people to the Capitol, to fight, to overturn the certification of the 2020 election, to keep him in power.
He  filed  and  lost  all  62 lawsuits  to  contesting  the  2020  election.   This is the man who called the insurrectionists are  J6-Hostages.
Trump suggested Gen. Mark Milley s/b executed.  Trump said:  I don't trust US intelligence info.  Trump wants to terminate the constitution.
This is the man you want to call POTUS again ???  He had a chance already, and he has proved he is the wrong man for this job. Actually, he is a criminal.","@user-uz4cm2rk9q","https://yt3.ggpht.com/ytc/AIf8zZR0eX0BHbeBJXaEOwvsz7KZs1YlK1YwMs4_u6hd2pBUMDq4EQ_htskZNI5TSf5Y=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC_ozAuRO5ZxkWaZafwTz9qA","UC_ozAuRO5ZxkWaZafwTz9qA",TRUE,"none",0,"2023-11-12T16:10:49Z","2023-11-12T16:10:49Z","Ugyu6prf0ERyTj7GHQJ4AaABAg",NA,NA
