"","X","channelId","videoId","textDisplay","textOriginal","authorDisplayName","authorProfileImageUrl","authorChannelUrl","authorChannelId.value","canRate","viewerRating","likeCount","publishedAt","updatedAt","id","parentId","moderationStatus"
"1",1,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","At least Steve is a neutral journalist<U+2026>","At least Steve is a neutral journalist<U+2026>","@yentemarien7032","https://yt3.ggpht.com/ytc/AIf8zZT-RgIDo7ltYlcaJgkYZHGFRVd02BDsPy6xx__R=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCgfGh42khrDdh9qttM39GHw","UCgfGh42khrDdh9qttM39GHw",TRUE,"none",0,"2023-12-17T05:49:24Z","2023-12-17T05:49:24Z","Ugx_ml2RFre-DqCq7EB4AaABAg",NA,NA
"2",2,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Biden&#39;s only hourly worry is just trying to stay alive.","Biden's only hourly worry is just trying to stay alive.","@victorkaps6617","https://yt3.ggpht.com/ytc/AIf8zZRNh5XCNqSglZVMcL1UghhP3-9Y6tam9BNILtw_=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCxBWFrbHIyLP7phqCK7kWxw","UCxBWFrbHIyLP7phqCK7kWxw",TRUE,"none",0,"2023-12-17T02:57:48Z","2023-12-17T02:57:48Z","UgyCsEb6u9aaTgD2wYh4AaABAg",NA,NA
"3",3,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","So Biden is ahead in the whitest state. Imagine.","So Biden is ahead in the whitest state. Imagine.","@dauferm","https://yt3.ggpht.com/ytc/AIf8zZRSqIM7a9_RxviW5W0DFMGOCLF9LkBWppeCyQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCfw-GyYuykcn5HSV-0dbC7Q","UCfw-GyYuykcn5HSV-0dbC7Q",TRUE,"none",0,"2023-12-16T19:27:00Z","2023-12-16T19:27:00Z","Ugz_Plrx3tUbkteZALF4AaABAg",NA,NA
"4",4,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","TRUMP2024","TRUMP2024","@user-sg2yt6nc1z","https://yt3.ggpht.com/ytc/AIf8zZT5ckLzanUoyjwBykK2AEi9puSjpVKJ9DxPhSU1=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCM0_9DubVU55AyL7tviiA0w","UCM0_9DubVU55AyL7tviiA0w",TRUE,"none",2,"2023-12-16T19:14:51Z","2023-12-16T19:14:51Z","Ugz61a5WLxOJx6lM1wB4AaABAg",NA,NA
"5",5,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Can<U+2019>t believe people are this stupid","Can<U+2019>t believe people are this stupid","@brianshorrorcorner9890","https://yt3.ggpht.com/qVQdBVeuFohk7eguI6WKHy5NUsOPrq3lCfqnRIHFY7Ml8HE1038AcOBNZbEGEAbVv-DUrCWy_S8=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCCczTtDr6e6UtkUy5BZdTaQ","UCCczTtDr6e6UtkUy5BZdTaQ",TRUE,"none",0,"2023-12-16T15:39:33Z","2023-12-16T15:39:33Z","UgyJTEoVdrUgrpZevM94AaABAg",NA,NA
"6",6,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Who do you prefer to keep borders safe? Actually enforce laws and deport illegals?","Who do you prefer to keep borders safe? Actually enforce laws and deport illegals?","@nilnil8411","https://yt3.ggpht.com/ytc/AIf8zZTM9lQoHAgCiErY5IPYWa-b1Y603lKNUCuJMw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCFkwkkNPGPicNV5kjCMH8Og","UCFkwkkNPGPicNV5kjCMH8Og",TRUE,"none",1,"2023-12-16T15:36:58Z","2023-12-16T15:36:58Z","UgzDHCPj3FjgdIennYh4AaABAg",NA,NA
"7",7,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Joe Biden has been a plague onto this nation.","Joe Biden has been a plague onto this nation.","@overlordisgoogle8431","https://yt3.ggpht.com/ytc/AIf8zZROfmrcn9UM-WAqoDoKnF9nK7V2RW7q84tX3WZ6YQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCbIrAdReiP6P_QlkaSVSJTw","UCbIrAdReiP6P_QlkaSVSJTw",TRUE,"none",1,"2023-12-16T10:12:52Z","2023-12-16T10:12:52Z","Ugz8oOiCJMrf_tivgx54AaABAg",NA,NA
"8",8,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Let&#39;s face it,,, Biden is Pitiful.","Let's face it,,, Biden is Pitiful.","@fxpestoperator5527","https://yt3.ggpht.com/Fkijm980Ogq2ui4ykPz-mOxfANzgGfNtb641DOH0WPcLFj_-hVFNhshac-_pDc2C-MAfSyPBTw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCy4xskEkhxzzMIYHQT5jAPw","UCy4xskEkhxzzMIYHQT5jAPw",TRUE,"none",0,"2023-12-16T06:14:57Z","2023-12-16T06:14:57Z","Ugwg0a5yb4GhYfJV6CF4AaABAg",NA,NA
"9",9,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Democrats know the 2024 election is looking like the 1980 Reagan landslide victory where 44 states voted Republican. MLK said &quot;Ralph David Abernathy is the best friend that I have in the world.&quot; Democrats tried to erase Ralph David Abernathy from history books when he voted Republican in 1980 and endorsed Ronald Reagan. <a href=""https://youtu.be/-xmo5Z-umCA"">https://youtu.be/-xmo5Z-umCA</a>","Democrats know the 2024 election is looking like the 1980 Reagan landslide victory where 44 states voted Republican. MLK said ""Ralph David Abernathy is the best friend that I have in the world."" Democrats tried to erase Ralph David Abernathy from history books when he voted Republican in 1980 and endorsed Ronald Reagan. https://youtu.be/-xmo5Z-umCA","@hunterbhm","https://yt3.ggpht.com/ytc/AIf8zZQyay9_BsMmIovbbVVF66l5uvfm16UXnyEdiw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCCPQ-uUh-BYLaVceUXyH_zw","UCCPQ-uUh-BYLaVceUXyH_zw",TRUE,"none",0,"2023-12-16T05:20:01Z","2023-12-16T05:20:01Z","UgzTnkIR_4wibxTkrYB4AaABAg",NA,NA
"10",10,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Oh don&#39;t worry.  When the time comes and Joe comes out of the cellar,  he&#39;ll have several hundred thousand votes magically appear from somewhere,  and us gullible Americans will believe  it&#39;s all legit, thus proving to the world that by and large, we are a bunch of morons!","Oh don't worry.  When the time comes and Joe comes out of the cellar,  he'll have several hundred thousand votes magically appear from somewhere,  and us gullible Americans will believe  it's all legit, thus proving to the world that by and large, we are a bunch of morons!","@user-si4ns3ot3q","https://yt3.ggpht.com/ytc/AIf8zZRUG3-nIDq9Aa3TOosTz8VzcjADEY_i4TY3eYUMUtRuafz3WYhsP8CEmaganYHk=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCdXl-4WjSr9KUb8L1-kFGsg","UCdXl-4WjSr9KUb8L1-kFGsg",TRUE,"none",0,"2023-12-15T16:25:18Z","2023-12-15T16:25:18Z","Ugxqz1gq2rKcyJYGYoN4AaABAg",NA,NA
"11",11,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","The reason Mr. Donald J Trump is doing as well as he is doing. If you ignorant, people can&#39;t see. It is because the Americans are waking up and realizing what a disaster crooked. Joe Biden is so you knew outlets better get your head out of your backside because Trump is coming to stampia ya","The reason Mr. Donald J Trump is doing as well as he is doing. If you ignorant, people can't see. It is because the Americans are waking up and realizing what a disaster crooked. Joe Biden is so you knew outlets better get your head out of your backside because Trump is coming to stampia ya","@jimsmith5332","https://yt3.ggpht.com/ytc/AIf8zZSKeeBne6MPhW98wPhUN57ukX9zmV8235OKvQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCvkOXButA0jMsVSI30xFknA","UCvkOXButA0jMsVSI30xFknA",TRUE,"none",0,"2023-12-15T13:10:26Z","2023-12-15T13:10:26Z","Ugw9e5ZcTrOAg_go_CF4AaABAg",NA,NA
"12",12,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","How could you vote for Biden<br> I don&#39;t know there&#39;s something wrong with those with constant people<U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602>","How could you vote for Biden
 I don't know there's something wrong with those with constant people<U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602>","@mimiurbina3323","https://yt3.ggpht.com/qLzSKVskAydaD2QAhkNj7WIPFCLRgkdOVQy0TEMQ1wpfLvotim090jg17cNuigdAoaoeSqAk=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCWwmEckGNax77RdXQOEyXcg","UCWwmEckGNax77RdXQOEyXcg",TRUE,"none",0,"2023-12-15T04:52:32Z","2023-12-15T04:52:32Z","Ugwn1Xl7wjmY_mYxZ0p4AaABAg",NA,NA
"13",13,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","They really put gaps in Trumps teeth<U+2026>.. <U+0001F602>","They really put gaps in Trumps teeth<U+2026>.. <U+0001F602>","@AZsportshut","https://yt3.ggpht.com/ytc/AIf8zZRbqFHhZyEpna52w574cwC67Sy0T7ZzDdhaNreH=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC6uj57VkkgSEc2eOIsl_C5A","UC6uj57VkkgSEc2eOIsl_C5A",TRUE,"none",0,"2023-12-15T03:53:58Z","2023-12-15T03:53:58Z","UgyeCWdEZ9t4gwkDDXd4AaABAg",NA,NA
"14",14,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Biden is not winning!!","Biden is not winning!!","@McLOVIN03","https://yt3.ggpht.com/ytc/AIf8zZTc_w8yoD9Jlm4q1yKEi7AtET-CdtacxF1vKr8Pfw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCsJm6FFQvX9BBDM01bvv_lw","UCsJm6FFQvX9BBDM01bvv_lw",TRUE,"none",0,"2023-12-14T19:48:11Z","2023-12-14T19:48:11Z","UgwgwdujRafZ5_Zn_El4AaABAg",NA,NA
"15",15,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","TRUMP 2024!","TRUMP 2024!","@randomly-short2137","https://yt3.ggpht.com/wSMWhPf2--OSYZPvy6z4Qd6NjhmY9TabnbO9h3IlZ-tmVs0K0OLkcKpUJQ7D6sioBpd41T3u7Q=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCKNxDO9E_Dm_iXc_-3qdj2g","UCKNxDO9E_Dm_iXc_-3qdj2g",TRUE,"none",0,"2023-12-14T18:27:22Z","2023-12-14T18:27:22Z","UgyuvCHevgzN1WgTHTp4AaABAg",NA,NA
"16",16,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Trumps going to end up dead by the time this is all over and he knows it, including you Mark Zuckerberg and you Jeff Bezos and you Sean Parker and you Elon Musk and your Munster family yes true. And they won&#39;t be back ever to take over our world.","Trumps going to end up dead by the time this is all over and he knows it, including you Mark Zuckerberg and you Jeff Bezos and you Sean Parker and you Elon Musk and your Munster family yes true. And they won't be back ever to take over our world.","@DJZeus2025","https://yt3.ggpht.com/DSLW8I1FjpkeN5Cy046YZVFrvPILmAKD6QLNlx0mB2uOpezmOgdWiaRyASkmUrdWH3fOqjyP=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCg8792OgzRzTwm4OZ19ptdA","UCg8792OgzRzTwm4OZ19ptdA",TRUE,"none",0,"2023-12-14T18:18:34Z","2023-12-14T18:18:34Z","UgyLVNsE0xoyHzVaYgx4AaABAg",NA,NA
"17",17,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","He<U+2019>s leading in Michigan and even in Pennsylvania, why won<U+2019>t you put Michigan and Pennsylvania Red? It shows your true color. <U+0001F602><U+0001F602><U+0001F602>","He<U+2019>s leading in Michigan and even in Pennsylvania, why won<U+2019>t you put Michigan and Pennsylvania Red? It shows your true color. <U+0001F602><U+0001F602><U+0001F602>","@Joshua-Samarita","https://yt3.ggpht.com/a9hhF6lF2u5qRUmjpkThBEd3mH9u50U8T_7jmlUWmz8w0ycG5uBrrjKpfibz2Wmxj-UD_chqJA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCXh8dMgN3bK6GnG2aX3pVOg","UCXh8dMgN3bK6GnG2aX3pVOg",TRUE,"none",0,"2023-12-14T04:35:21Z","2023-12-14T04:36:15Z","UgzqvctfBBuZwGhGHkF4AaABAg",NA,NA
"18",18,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Since GOP voters turn out at a higher rate, these razor thin margins will end up not being close. Trump wins easy.","Since GOP voters turn out at a higher rate, these razor thin margins will end up not being close. Trump wins easy.","@tabo01","https://yt3.ggpht.com/ytc/AIf8zZQD-tZAE9Y7qhXzxa5LNdzJtOZwJ12-yyubpHje3Q=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC1LRtbO-34xzF5Iv96292dA","UC1LRtbO-34xzF5Iv96292dA",TRUE,"none",0,"2023-12-13T21:29:36Z","2023-12-13T21:29:36Z","UgxdxEbjrg_SHFJh_6Z4AaABAg",NA,NA
"19",19,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","This doesn&#39;t matter. He won&#39;t be the Dem&#39;s nominee. They will replace him and then cheat like they did in 2020.","This doesn't matter. He won't be the Dem's nominee. They will replace him and then cheat like they did in 2020.","@madmanjack6923","https://yt3.ggpht.com/ytc/AIf8zZRQvZSg6t-6NMz6K4PDVxLz7bm6mYcjH3i5jg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCs9Ok1mTdgAb_xL_8Kyc-Kg","UCs9Ok1mTdgAb_xL_8Kyc-Kg",TRUE,"none",0,"2023-12-13T15:02:11Z","2023-12-13T15:02:11Z","Ugxt4Juz-gqLbrP44sJ4AaABAg",NA,NA
"20",20,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Trump <U+0001F495>","Trump <U+0001F495>","@fathurrido4636","https://yt3.ggpht.com/ytc/AIf8zZTExm4fSGfGlFkzdyZnS78AYVTVQAnKqGb5EltjZA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCytwSUNZOVr5JUyHJ3twPfA","UCytwSUNZOVr5JUyHJ3twPfA",TRUE,"none",0,"2023-12-13T06:55:08Z","2023-12-13T06:55:18Z","Ugw1ygb5HQ0Y8Y_MATt4AaABAg",NA,NA
"21",21,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Economy was much, much better under Trump.","Economy was much, much better under Trump.","@mikeanderson9266","https://yt3.ggpht.com/ytc/AIf8zZSRulUBb2dg3AcH0f4jSlYCvUOZJfbLAyCfM67UkA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCUhyBiDIXqhWqzOkqe2rwQA","UCUhyBiDIXqhWqzOkqe2rwQA",TRUE,"none",0,"2023-12-13T02:21:34Z","2023-12-13T02:21:34Z","UgwtkWpyRUdpZ3hsoRZ4AaABAg",NA,NA
"22",22,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Fake polls joe is at a 2 percent  .","Fake polls joe is at a 2 percent  .","@tylermanter1548","https://yt3.ggpht.com/ISPuuCSf0_U291k4EVxxpKbaj5CnZ7mv4pU6wSy3RxD0K_RzGSjxDdqVgOWQNE3_j9sq-VtpsA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCB-ZW343fgYnQA_z0MnvgTw","UCB-ZW343fgYnQA_z0MnvgTw",TRUE,"none",0,"2023-12-12T21:58:25Z","2023-12-12T21:58:25Z","UgyHMKnWbY9G30kc_Qd4AaABAg",NA,NA
"23",23,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Back to normalcy in 12 more months. Keep napping Joe!","Back to normalcy in 12 more months. Keep napping Joe!","@cstbrent81","https://yt3.ggpht.com/ytc/AIf8zZSOCL1TkcfhOOXhd_32nz0stAq34NW_JYWHPA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCemKQ0JfYDNWL_-ZtSCLPgQ","UCemKQ0JfYDNWL_-ZtSCLPgQ",TRUE,"none",1,"2023-12-12T05:02:35Z","2023-12-12T05:02:35Z","UgzYbNGp4LcqhaI47hl4AaABAg",NA,NA
"24",24,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Biden gotta go <U+0001F449>","Biden gotta go <U+0001F449>","@Justin-ro8nf","https://yt3.ggpht.com/ytc/AIf8zZRAd0mvM4UiX5opOh5Er575EBL7bsLXaly1s0qffw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCwN0q4mfZd1wvwQeWxAlHOg","UCwN0q4mfZd1wvwQeWxAlHOg",TRUE,"none",0,"2023-12-12T04:15:33Z","2023-12-12T04:15:33Z","UgwUlUYheVrT8O86cqx4AaABAg",NA,NA
"25",25,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","note that the numbers are all larger than MOE.","note that the numbers are all larger than MOE.","@tabo01","https://yt3.ggpht.com/ytc/AIf8zZQD-tZAE9Y7qhXzxa5LNdzJtOZwJ12-yyubpHje3Q=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC1LRtbO-34xzF5Iv96292dA","UC1LRtbO-34xzF5Iv96292dA",TRUE,"none",0,"2023-12-12T01:28:39Z","2023-12-12T01:28:39Z","UgyTVu3CuZZwLQYLMdR4AaABAg",NA,NA
"26",26,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Trump has always been ahead of Biden you pack of liars...","Trump has always been ahead of Biden you pack of liars...","@mikyahl8749","https://yt3.ggpht.com/ytc/AIf8zZSsLhPe7ac6shA5Tj-J-ZtXv5x5bFzzF6x5vXwxvQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC6nr1kLoFL-g1Dpt_1AbLMg","UC6nr1kLoFL-g1Dpt_1AbLMg",TRUE,"none",0,"2023-12-11T23:40:02Z","2023-12-11T23:40:02Z","UgyW_5zPrIfMhjBMhGB4AaABAg",NA,NA
"27",27,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Both of them care about Israel more than they care about America , this election is trash","Both of them care about Israel more than they care about America , this election is trash","@mr.blueitachi5258","https://yt3.ggpht.com/ytc/AIf8zZT1y560UKHF5uuQKEpOYaBf5T9Eqf6KNqmwGK94qA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC3MqtwW0XUCfFMLfgYfUqhg","UC3MqtwW0XUCfFMLfgYfUqhg",TRUE,"none",1,"2023-12-11T17:51:19Z","2023-12-11T17:51:19Z","Ugw2JNsJN3EtTiZ_4KB4AaABAg",NA,NA
"28",28,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","MY VOTE IS FOR MR DONALD TRUMP <U+0001F1FA><U+0001F1F2> PR<U+00C9>SIDENT 2024<U+0001F44D><U+0001F3FB>","MY VOTE IS FOR MR DONALD TRUMP <U+0001F1FA><U+0001F1F2> PR<U+00C9>SIDENT 2024<U+0001F44D><U+0001F3FB>","@JuanRodriguez-dq5tc","https://yt3.ggpht.com/ytc/AIf8zZTTUMuLbrQ4BTbW3MSnupQMtsRiNCjtJ2kj0g=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCstgSxeZOEkUDwynY37e5xg","UCstgSxeZOEkUDwynY37e5xg",TRUE,"none",0,"2023-12-11T12:25:47Z","2023-12-11T12:25:47Z","UgxxpChwaccxCiHQPt54AaABAg",NA,NA
"29",29,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","OUT JOE BIDEN NO MORE <U+0001F595><U+274C><U+0001F4A9>","OUT JOE BIDEN NO MORE <U+0001F595><U+274C><U+0001F4A9>","@JuanRodriguez-dq5tc","https://yt3.ggpht.com/ytc/AIf8zZTTUMuLbrQ4BTbW3MSnupQMtsRiNCjtJ2kj0g=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCstgSxeZOEkUDwynY37e5xg","UCstgSxeZOEkUDwynY37e5xg",TRUE,"none",0,"2023-12-11T12:25:22Z","2023-12-11T12:25:22Z","UgzT_6HXob9FsPm2_X14AaABAg",NA,NA
"30",30,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","SAVE AMERICA <U+0001F1FA><U+0001F1F2> DONALD TRUMP <U+0001F1FA><U+0001F1F2> PR<U+00C9>SIDENT <U+0001F1FA><U+0001F1F2> 2024","SAVE AMERICA <U+0001F1FA><U+0001F1F2> DONALD TRUMP <U+0001F1FA><U+0001F1F2> PR<U+00C9>SIDENT <U+0001F1FA><U+0001F1F2> 2024","@JuanRodriguez-dq5tc","https://yt3.ggpht.com/ytc/AIf8zZTTUMuLbrQ4BTbW3MSnupQMtsRiNCjtJ2kj0g=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCstgSxeZOEkUDwynY37e5xg","UCstgSxeZOEkUDwynY37e5xg",TRUE,"none",0,"2023-12-11T12:24:52Z","2023-12-11T12:24:52Z","UgxRqdd5OhyXUjO3UX14AaABAg",NA,NA
"31",31,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","God help USA. If Trump wins people are in serious danger. The country will become lawless. It will then be too late. Good luck people u gonna need it","God help USA. If Trump wins people are in serious danger. The country will become lawless. It will then be too late. Good luck people u gonna need it","@susysoravia587","https://yt3.ggpht.com/ytc/AIf8zZTglr0Bg8f7ErjsYizpSM1MNww5nTCj_AjnQA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCQ6Gc2BAZHdbsZ5lPSXaDGg","UCQ6Gc2BAZHdbsZ5lPSXaDGg",TRUE,"none",0,"2023-12-11T07:38:03Z","2023-12-11T07:38:03Z","UgybtClrsC9k4WTBsmN4AaABAg",NA,NA
"32",32,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","The meltdown that is loading for media, Hollywood and academia is going to be the mother of all meltdowns","The meltdown that is loading for media, Hollywood and academia is going to be the mother of all meltdowns","@nicholasking7120","https://yt3.ggpht.com/ytc/AIf8zZQBC5Zy8Cwr4xXowSnH7xAo7GZtIGsTCsbQCA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCBv-Py296LsBMLqvIhnxC5A","UCBv-Py296LsBMLqvIhnxC5A",TRUE,"none",0,"2023-12-10T03:37:50Z","2023-12-10T03:37:50Z","Ugzx_-VYQ82TJjR6W5t4AaABAg",NA,NA
"33",33,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Ha  Ha  Ha  never underestimate Dominion counting machines . they cannot be investigated .","Ha  Ha  Ha  never underestimate Dominion counting machines . they cannot be investigated .","@arturobayangos1223","https://yt3.ggpht.com/ytc/AIf8zZR14h5PpB71pZsvWIHijTaOy7Ne_KyTAHI9=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCBW-z0EZkfNYZvtQe_S7fgg","UCBW-z0EZkfNYZvtQe_S7fgg",TRUE,"none",0,"2023-12-09T17:47:45Z","2023-12-09T17:47:45Z","Ugz7H6e9ZCIGK9Vx5yt4AaABAg",NA,NA
"34",34,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","So Trump have a lead in Pennsylvania and Michigan by a margin of 5 and 4 but those states are still in blue <U+0001F602><U+0001F602><U+0001F602><U+0001F602>","So Trump have a lead in Pennsylvania and Michigan by a margin of 5 and 4 but those states are still in blue <U+0001F602><U+0001F602><U+0001F602><U+0001F602>","@bohnam20","https://yt3.ggpht.com/ytc/AIf8zZTIlo4InhKqocKANfVWZIdrOV5hqHHEACe3FQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC8IjTe_CzQZIQ7vM_v3vbnw","UC8IjTe_CzQZIQ7vM_v3vbnw",TRUE,"none",1,"2023-12-09T15:56:34Z","2023-12-09T15:56:34Z","UgzZdMqKAs3Lts-9_qV4AaABAg",NA,NA
"35",35,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Don&#39;t believe anything NBC tells you. They&#39;re a bunch of left wing hacks.","Don't believe anything NBC tells you. They're a bunch of left wing hacks.","@davewilson3113","https://yt3.ggpht.com/ytc/AIf8zZS6MUlwRN5xkPALVqIoaUPXAV4bMAmc6UzzCQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC9ARLxSjYqGvIT8WAMBfjGw","UC9ARLxSjYqGvIT8WAMBfjGw",TRUE,"none",0,"2023-12-09T13:27:44Z","2023-12-09T13:27:44Z","UgwTAag3PxcRYsEGDI54AaABAg",NA,NA
"36",36,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Wisconsin people are still  not mature or what <U+0001F602>","Wisconsin people are still  not mature or what <U+0001F602>","@dhananjaya1987","https://yt3.ggpht.com/ytc/AIf8zZQUzZ0QQ5vCKzpkCOjt1eHndizeFdoa8ne7A46maw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCoasacVyl11qGQQs8C7kKJw","UCoasacVyl11qGQQs8C7kKJw",TRUE,"none",0,"2023-12-09T08:12:06Z","2023-12-09T08:12:06Z","UgzTz2tMbkz4r5UZErt4AaABAg",NA,NA
"37",37,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Trump 2024 for the win","Trump 2024 for the win","@Ben-be5ly","https://yt3.ggpht.com/ytc/AIf8zZQfp3jhmqgtT-1tZmXimfb5Q7jFa-xFU9eY09cH_g=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCaswTnimXbc2HhjtLOqB6Kg","UCaswTnimXbc2HhjtLOqB6Kg",TRUE,"none",0,"2023-12-09T06:19:42Z","2023-12-09T06:19:42Z","UgwlYzp10xQFoDRo-tZ4AaABAg",NA,NA
"38",38,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","That may he a pole of 20K people. Dont listen to the polls","That may he a pole of 20K people. Dont listen to the polls","@ianattle4747","https://yt3.ggpht.com/ytc/AIf8zZRZJPkyKXjR-2XcrJ5bX_35iZbaOgbut03ntg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC6pXoq03HPj7ht63XYl6ODQ","UC6pXoq03HPj7ht63XYl6ODQ",TRUE,"none",0,"2023-12-09T03:41:32Z","2023-12-09T03:41:32Z","UgyOg-b_Naarm1HjPz14AaABAg",NA,NA
"39",39,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Im not American to see this biden just like oldman and cant do anywork.. so sad some American still blind, i saw some American president joe biden just like a joke and a clown, i hope America can rise again..","Im not American to see this biden just like oldman and cant do anywork.. so sad some American still blind, i saw some American president joe biden just like a joke and a clown, i hope America can rise again..","@canrioyurisyah","https://yt3.ggpht.com/ytc/AIf8zZRc3rOYDxP9YvUMQ1qRvWaaX6ZU9cGL6pZK46kt=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC-3S_5uu_EIyA77YOGAdN7w","UC-3S_5uu_EIyA77YOGAdN7w",TRUE,"none",0,"2023-12-08T11:36:45Z","2023-12-08T11:36:45Z","UgwRVmxCXnCXc3c5KVV4AaABAg",NA,NA
